CustomerKey;Gender;Name        ;City    ;State Code;State       ;Zip Code;Country    ;Continent;Birthday
287047;Female;Evelyn Blue;Long Sault;ON;Ontario;;Canada;North America;8/27/1978
1698558;Female;Evelyn Borkholder;Bayou;FL;Florida;34665;United States;North America;10/6/1978
1624025;Female;Evelyn Dinkins;Mineral Wells;TX;Texas;76067;United States;North America;7/1/1984
2045827;Female;Evelyn Findlay;Hickory Hills;IL;Illinois;60457;United States;North America;8/20/1989
387369;Female;Evelyn Gutierrez;Glenfinnan;PE;Prince Edward Island;;Canada;North America;9/12/1984
366153;Female;Evelyn Hernandez;Avonlea;SK;Saskatchewan;;Canada;North America;1/9/1975
1865399;Female;Evelyn Hooker;Oswego;KS;Kansas;67356;United States;North America;2/22/1951
245912;Female;Evelyn Lavender;Calgary;AB;Alberta;;Canada;North America;11/29/1959
1865833;Female;Evelyn Peck;East Syracuse;NY;New York;13057;United States;North America;2/23/1998
1519413;Female;Evelyn Shell;Green Bay;WI;Wisconsin;54303;United States;North America;3/1/1996
1257326;Female;Evelyn Tolentino;Milwaukie;OR;Oregon;97222;United States;North America;6/16/1995
1451031;Male;Everette Lyon;Columbus;OH;Ohio;43215;United States;North America;7/16/1993
60088;Female;Evie Brownbill;PAGES FLAT;SA;South Australia;5172;Australia;Australia;6/2/1982
89721;Female;Evie Burrowes;APPIN;NSW;New South Wales;2560;Australia;Australia;8/16/1959
1021645;Female;Evie Cooke;WATTON;East Riding of Yorkshire;East Riding of Yorkshire;;United Kingdom;Europe;3/23/1969
2053862;Female;Evie Creal;Acton;MA;Massachusetts;1720;United States;North America;1/23/1997
960618;Female;Evie Evans;CROSSLET;West Dunbartonshire;West Dunbartonshire;;United Kingdom;Europe;2/21/1992
1041465;Female;Evie Fuller;Sunnyside;Mid Sussex;Mid Sussex;;United Kingdom;Europe;10/13/1998
980164;Female;Evie Gardiner Hook+C4904;GRAVELEY;North Hertfordshire;North Hertfordshire;;United Kingdom;Europe;6/2/1987
1108425;Female;Evie Gardiner;WEST BURTON;Horsham;Horsham;;United Kingdom;Europe;5/23/1971
930763;Female;Evie Gill;GARDHAM;East Riding of Yorkshire;East Riding of Yorkshire;;United Kingdom;Europe;6/4/1950
183675;Female;Evie Ifould;BOYNESIDE;QLD;Queensland;4610;Australia;Australia;9/4/1960
16282;Female;Evie Kirkhope;REIDS FLAT;NSW;New South Wales;2586;Australia;Australia;5/11/2000
1054612;Female;Evie Lowe;SHERRINGTON;Wiltshire;Wiltshire;;United Kingdom;Europe;10/24/1972
180122;Female;Evie McCaffrey;NINDOOINBAH;QLD;Queensland;4285;Australia;Australia;11/9/1983
1156834;Female;Evie McCarthy;LINTON;South Derbyshire;South Derbyshire;;United Kingdom;Europe;12/30/1946
195133;Female;Evie O'Toole;WURA;QLD;Queensland;4714;Australia;Australia;10/15/1975
1113081;Female;Evie White;ST DENNIS;Cornwall;Cornwall;;United Kingdom;Europe;11/30/1988
70912;Female;Evie Wieck;SEVILLE;VIC;Victoria;3139;Australia;Australia;11/15/1977
997675;Female;Evie Wong;HOSE;Melton;Melton;;United Kingdom;Europe;7/25/1936
2060436;Female;Ewa Piotrowska;Albany;NY;New York;12204;United States;North America;5/29/1943
983539;Male;Ewan Chandler;CUBLINGTON;Central Bedfordshire;Central Bedfordshire;;United Kingdom;Europe;7/17/1951
985951;Male;Ewan Fleming;BOQUHAN;Stirling;Stirling;;United Kingdom;Europe;2/5/1975
932748;Male;Ewan Gallagher;MORDEN HALL PARK;Merton;Merton;;United Kingdom;Europe;3/18/1996
1151103;Male;Ewan Jennings;WEST KNAPTON;North Yorkshire;North Yorkshire;;United Kingdom;Europe;6/30/1951
1147113;Male;Ewan Kay;WEST KEAL;East Lindsey;East Lindsey;;United Kingdom;Europe;4/8/1993
910717;Male;Ewan Lane;TALGARTH;Llandrindod Wells;Llandrindod Wells;;United Kingdom;Europe;8/25/1974
985049;Male;Ewan Lucas;BRIDGE OF DEE;Kirkcudbrightshire;Kirkcudbrightshire;;United Kingdom;Europe;8/18/2000
939019;Male;Ewan Lyons;London;Wandsworth;Wandsworth;;United Kingdom;Europe;5/27/1960
1083191;Male;Ewan Manning;CARCLEW;Cornwall;Cornwall;;United Kingdom;Europe;9/21/1958
1170818;Male;Ewan Mason;UBBESTON GREEN;Waveney;Waveney;;United Kingdom;Europe;4/14/2000
937300;Male;Ewan O'Brien;NORMANTON;South Kesteven;South Kesteven;;United Kingdom;Europe;11/28/1987
1021118;Male;Ewan Perry;RAMSBOTTOM;Bury;Bury;;United Kingdom;Europe;11/5/1994
1037478;Male;Ewan Saunders;ASHMORE;Perth and Kinross;Perth and Kinross;;United Kingdom;Europe;9/3/1969
929470;Male;Ewan Todd;MICKLEBY;Redcar & Cleveland;Redcar & Cleveland;;United Kingdom;Europe;12/26/1991
1102760;Male;Ewan Yates;LENTON;South Kesteven;South Kesteven;;United Kingdom;Europe;11/12/1937
870062;Male;Ewan Zwagerman;Sliedrecht;ZH;Zuid-Holland;;Netherlands;Europe;1/1/1944
786030;Female;Fabiana  Conti;Valle Sauglio;TO;Torino;10020;Italy;Europe;10/1/1998
780674;Male;Fabiano Marchesi;Calavino;TN;Trento;38072;Italy;Europe;9/3/1967
851164;Male;Fabien Koca;Vlijmen;NB;Noord-Brabant;;Netherlands;Europe;8/5/1985
684862;Male;Fabien Viens;NANTES;PL;Pays de la Loire;44100;France;Europe;7/7/1943
808497;Female;Fabienne Keulers;Rijswijk;ZH;Zuid-Holland;;Netherlands;Europe;9/29/1939
609136;Female;Fabienne Moquin;MAISONS-ALFORT;IL;◊le-de-France;64700;France;Europe;12/5/1960
2075506;Female;Fabienne Salois;Ruby Valley;NV;Nevada;89833;United States;North America;9/14/1985
1925694;Male;Fabrice Lamoureux;Minneapolis;MN;Minnesota;55418;United States;North America;6/11/1941
2057050;Female;Fabricia Escamilla;Reno;NV;Nevada;89501;United States;North America;8/12/1992
728116;Male;Fabrizio Palermo;St. Jakob im Ahrntal;BZ;Bolzano;39030;Italy;Europe;9/4/1954
792023;Male;Facondo Costa;Serino;AV;Avellino;83028;Italy;Europe;1/30/1985
703938;Male;Facondo Fanucci;Aglietti;BI;Biella;13836;Italy;Europe;2/28/1945
875681;Male;Fadil Scheepmaker;Mill;NB;Noord-Brabant;;Netherlands;Europe;3/25/1956
810775;Female;Fadime Ivens;Den Haag;ZH;Zuid-Holland;;Netherlands;Europe;12/20/1983
850529;Male;Fahri Helmink;Nieuwegein;UT;Utrecht;;Netherlands;Europe;5/22/1975
849119;Female;Faisa van der Put;Vlijmen;NB;Noord-Brabant;;Netherlands;Europe;12/2/1960
964193;Female;Faith Bentley;BINWESTON;Shropshire;Shropshire;;United Kingdom;Europe;7/19/1955
1057151;Female;Faith Chan;TORRISHOLME;Lancaster;Lancaster;;United Kingdom;Europe;9/2/1957
1044988;Female;Faith Frost;LYMORE;New Forest;New Forest;;United Kingdom;Europe;12/2/1977
999292;Female;Faith Hart;MUCHELNEY;Somerset;Somerset;;United Kingdom;Europe;5/7/1973
1059971;Female;Faith Howell;KIRK ELLA;East Riding of Yorkshire;East Riding of Yorkshire;;United Kingdom;Europe;4/13/1981
1736495;Female;Faith Kimmel;Collingswood;NJ;New Jersey;8108;United States;North America;1/11/1986
953947;Female;Faith Long;CARLTON CURLIEU;Leicester;Leicester;;United Kingdom;Europe;1/27/1985
907939;Female;Faith Rose;UPPER HULME;Staffordshire;Staffordshire;;United Kingdom;Europe;10/28/1943
1194540;Female;Faith Savage;DERWENLAS;Powys;Powys;;United Kingdom;Europe;12/9/1936
1127552;Female;Faith Thornton;HOLMPTON;East Riding of Yorkshire;East Riding of Yorkshire;;United Kingdom;Europe;11/25/1951
837526;Male;Falko Spa;Den Haag;ZH;Zuid-Holland;;Netherlands;Europe;3/18/1953
624293;Female;Fanchon Bourassa;SAINT-PRIEST;RA;Rhìne-Alpes;69800;France;Europe;8/23/1984
2042548;Female;Fanchon Charette;Eagan;MN;Minnesota;55121;United States;North America;2/7/1955
637629;Female;Fanette Boivin;CAVAILLON;PA;Provence-Alpes-Cìte d'Azur;84300;France;Europe;12/17/1972
607356;Female;Fanette Michaud;AURILLAC;AU;Auvergne;15000;France;Europe;7/6/1989
1413758;Female;Fannie Buzard;Dayton;OH;Ohio;45402;United States;North America;6/13/1944
1573485;Female;Fannie Champion;Portland;OR;Oregon;97204;United States;North America;5/27/1937
747567;Male;Fantino Romani;Scheggia;PG;Perugia;6027;Italy;Europe;4/21/1990
822180;Male;Farah Burghout;Neede;GE;Gelderland;;Netherlands;Europe;6/24/1974
838654;Male;Farley van der Peet;Oisterwijk;NB;Noord-Brabant;;Netherlands;Europe;8/5/1989
721329;Male;Fausto Bergamaschi;Armeno;NO;Novara;28011;Italy;Europe;1/8/1980
728891;Male;Fausto Pisani;Prato;PO;Prato;59100;Italy;Europe;10/7/1963
820468;Female;Fauzia van Koppen;Oosthuizen;NH;Noord-Holland;;Netherlands;Europe;10/6/1961
1878210;Female;Fay Riggins;Arlington;VA;Virginia;22201;United States;North America;12/14/1936
870820;Male;Faycal Buitenhuis;Driel;GE;Gelderland;;Netherlands;Europe;9/16/1938
1854563;Female;Faye Cloud;Orange City;FL;Florida;32763;United States;North America;6/26/1943
2065513;Female;Faye Gibson;Jonesboro;AR;Arkansas;72401;United States;North America;2/7/1965
600343;Female;Fayette Beaulieu;VAULX-EN-VELIN;RA;Rhìne-Alpes;69120;France;Europe;4/30/1954
615362;Female;Fayette Boucher;GARGES-L‘S-GONESSE;IL;◊le-de-France;95140;France;Europe;8/9/1960
2073192;Female;Fayette Guernon;Farmington Hills;MI;Michigan;48335;United States;North America;10/3/1958
609750;Female;Fayette Rossignol;LOOS;NP;Nord-Pas-de-Calais;59120;France;Europe;12/11/1997
2002888;Female;Fayme Panetier;New York;NY;New York;10007;United States;North America;6/7/1936
633033;Female;Fayme Picard;PESSAC;AQ;Aquitaine;33600;France;Europe;12/10/1972
692661;Female;Fealty Quenneville;MARSEILLE;PA;Provence-Alpes-Cìte d'Azur;13013;France;Europe;12/7/1955
718811;Male;Fedele Costa;Frisa;CH;Chieti;66030;Italy;Europe;3/27/1968
703000;Male;Federico Bianchi;Cese;AQ;L'Aquila;67050;Italy;Europe;1/3/1940
847877;Female;Fedoua Koenes;Hoofddorp;NH;Noord-Holland;;Netherlands;Europe;1/7/1967
765374;Female;Fedra Castiglione;Bergamo;BG;Bergamo;24128;Italy;Europe;7/7/1989
1358803;Female;Felicia Elem;Port St Joe;FL;Florida;32456;United States;North America;3/9/1969
1578933;Female;Felicia Gibbs;Grand Prairie;TX;Texas;75051;United States;North America;9/28/1991
296620;Female;Felicia Moberly;Toronto;ON;Ontario;;Canada;North America;4/15/1964
1422363;Female;Felicia Rosson;Memphis;TN;Tennessee;38110;United States;North America;11/10/1944
664585;Female;Felicienne Arsenault;LANESTER;BR;Bretagne;56600;France;Europe;1/8/1954
1909470;Female;Felicienne Roussel;New York;NY;New York;10036;United States;North America;10/28/1941
715599;Female;Felicita Baresi;Aviatico;BG;Bergamo;24020;Italy;Europe;5/15/1964
763798;Female;Felicita Iadanza;Sabbio Bergamasco;BG;Bergamo;24044;Italy;Europe;4/10/1984
2021916;Female;Felicja Adamska;Boston;MA;Massachusetts;2210;United States;North America;5/13/1980
269879;Male;Felipe Neumann;Montreal;QC;Quebec;;Canada;North America;3/26/1992
357853;Female;Felisa Hopps;Hauterive;QC;Quebec;;Canada;North America;1/21/1959
1569144;Female;Felisha Howard;Southfield;MI;Michigan;48076;United States;North America;3/26/1940
2027502;Male;Felix Abt;Atlanta;GA;Georgia;30303;United States;North America;6/30/1966
431461;Male;Felix Beyer;Rantum;SH;Schleswig-Holstein;25980;Germany;Europe;7/9/1958
532320;Male;Felix Busch;Mei·en;SN;Freistaat Sachsen;1651;Germany;Europe;6/1/1972
457830;Male;Felix Decker;Ruppertshofen;BW;Baden-WÅrttemberg;73577;Germany;Europe;8/24/1954
524042;Male;Felix Frankfurter;Bad Schwartau;SH;Schleswig-Holstein;23611;Germany;Europe;12/11/1944
474789;Male;Felix Frey;Hîhr-Grenzhausen;RP;Rheinland-Pfalz;56203;Germany;Europe;2/22/1993
1539384;Male;Felix Jones;Milwaukee;WI;Wisconsin;53218;United States;North America;4/30/1980
541442;Male;Felix Koehler;Hohenkammer;BY;Freistaat Bayern;85411;Germany;Europe;12/6/1992
523615;Male;Felix Koertig;Ewighausen;RP;Rheinland-Pfalz;56244;Germany;Europe;11/20/1973
418893;Male;Felix Lang;Katzenbach;RP;Rheinland-Pfalz;67806;Germany;Europe;5/14/1973
561994;Male;Felix Reinhardt;Bannewitz;SN;Freistaat Sachsen;1726;Germany;Europe;5/4/1971
1428214;Male;Felix Ruffin;Knoxville;TN;Tennessee;37909;United States;North America;12/10/1998
1973647;Male;Felix Schultz;Charlestown;MA;Massachusetts;2129;United States;North America;11/28/1946
389928;Male;Felix Thompson;Toronto;ON;Ontario;;Canada;North America;6/22/1996
870990;Female;Femma Lohuis;Bruinisse;ZE;Zeeland;;Netherlands;Europe;6/28/1984
832398;Female;Femma van der Hijden;Baarn;UT;Utrecht;;Netherlands;Europe;6/3/1936
808670;Female;Fenneken Vijn;Nijmegen;GE;Gelderland;;Netherlands;Europe;10/16/1948
802757;Male;Ferdie Berghorst;Weiteveen;DR;Drenthe;;Netherlands;Europe;12/1/1981
872446;Male;Ferdinand van Oostende;Enschede;OV;Overijssel;;Netherlands;Europe;11/7/1939
1852391;Female;Fern Robinson;Knob Noster;MO;Missouri;65336;United States;North America;9/17/1996
1961299;Female;Fernanda Sousa;Bloomfield Township;MI;Michigan;48302;United States;North America;2/15/1942
1603672;Male;Fernando Handy;Salt Lick;KY;Kentucky;40371;United States;North America;3/28/1954
1350579;Male;Fernando Jones;Stanardsville;VA;Virginia;22973;United States;North America;6/19/1955
742120;Male;Fernando Trevisano;Commenda;CS;Cosenza;87030;Italy;Europe;1/13/1981
629074;Male;Ferragus L'Hiver;TOULOUSE;MP;Midi-PyrÇnÇes;31000;France;Europe;12/12/1997
643461;Male;Ferrau Chatigny;Olivet;CE;Centre;45160;France;Europe;4/10/1961
678665;Male;Ferrau de Brisay;VERTOU;PL;Pays de la Loire;44120;France;Europe;9/20/1967
680795;Male;Fiacre Beaudoin;DAX;AQ;Aquitaine;40100;France;Europe;6/14/1940
1984691;Male;Fiacre Laurent;Gordon;NE;Nebraska;69343;United States;North America;5/22/1988
1909555;Male;Fiacre Lavoie;Everest;KS;Kansas;66424;United States;North America;5/3/1974
776422;Female;Fiamma Lucchese;Triponzo;PG;Perugia;6040;Italy;Europe;6/28/1988
1998305;Female;Fiamma Zambrano;Fairfax;VA;Virginia;22030;United States;North America;9/13/1996
710500;Female;Fiammetta Endrizzi;Gambara;BS;Brescia;25020;Italy;Europe;5/20/1981
878978;Female;Fidan Raap;Valkenburg;ZH;Zuid-Holland;;Netherlands;Europe;12/17/1958
826058;Female;Fidan Vlasblom;Amsterdam;NH;Noord-Holland;;Netherlands;Europe;7/13/1948
795665;Male;Fidenzio Romano;Laterina Stazione;AR;Arezzo;52020;Italy;Europe;12/8/1964
821915;Female;Fiene Houwaart;Warten;FR;Friesland;;Netherlands;Europe;10/24/1961
1926792;Female;Fifi Richard;Newark;NJ;New Jersey;7102;United States;North America;11/6/1937
678808;Female;Fifine Leblanc;Paris;IL;◊le-de-France;75006;France;Europe;5/4/1952
648911;Female;Fifine Reault;LES ABYMES;GD;Guadeloupe;97139;France;Europe;7/19/1948
766566;Male;Filiberto Lombardo;Ronchi;CN;Cuneo;12020;Italy;Europe;2/21/2000
2058170;Male;Filip Bosanac;Livonia;MI;Michigan;48150;United States;North America;9/14/1991
893256;Male;Filip Melis;Woudenberg;UT;Utrecht;;Netherlands;Europe;6/28/1997
1924439;Male;Filip Pejic;Ashburn;VA;Virginia;22011;United States;North America;2/9/1968
2074070;Male;Filip Sîderberg;San Jose;CA;California;95118;United States;North America;9/27/1952
1921710;Female;Filippa Svendsen;Moreno Valley;CA;California;92553;United States;North America;2/9/1990
725725;Male;Filippo Bruno;San Cosma;PD;Padova;35043;Italy;Europe;12/31/1968
795817;Male;Filippo Romani;Girifalco;CZ;Catanzaro;88024;Italy;Europe;3/27/1972
700309;Male;Filippo Trevisani;Pietrelcina;BN;Benevento;82020;Italy;Europe;10/1/1995
752582;Female;Filomena Lombardi;Gfrill;BZ;Bolzano;39040;Italy;Europe;3/4/1989
982498;Male;Finlay Clayton;WATER ORTON;North Warwickshire;North Warwickshire;;United Kingdom;Europe;4/2/1992
1036986;Male;Finlay Davis;Kenton;Teignbridge;Teignbridge;;United Kingdom;Europe;7/11/1955
1094646;Male;Finlay Fry;ACHMELVICH;Highland;Highland;;United Kingdom;Europe;8/6/1949
1185858;Male;Finlay O'Brien;HINDRINGHAM;Norfolk;Norfolk;;United Kingdom;Europe;12/6/2001
1019936;Male;Finlay Pickering;BIRCHAM NEWTON;West Norfolk;West Norfolk;;United Kingdom;Europe;4/29/1939
1147749;Male;Finlay Pugh;BRIERLEY;Hereford;Hereford;;United Kingdom;Europe;5/1/1984
962434;Male;Finlay Robson;MEADLE;Aylesbury Vale;Aylesbury Vale;;United Kingdom;Europe;7/31/1978
990858;Male;Finlay Talbot;CLAVERTON;Bath and North East Somerset;Bath and North East Somerset;;United Kingdom;Europe;8/30/1965
1042301;Male;Finley Birch;SHAVINGTON;Cheshire East;Cheshire East;;United Kingdom;Europe;2/8/1954
917380;Male;Finley Burns;LENNEL;Scottish Borders;Scottish Borders;;United Kingdom;Europe;6/15/1972
1125564;Male;Finley Clayton;COVENHAM ST MARY;Lincoln;Lincoln;;United Kingdom;Europe;2/11/1948
911091;Male;Finley Heath;ROSTON;Derbyshire Dales;Derbyshire Dales;;United Kingdom;Europe;8/23/1956
1163948;Male;Finley Holloway;BLAENWAUN;Carmarthenshire;Carmarthenshire;;United Kingdom;Europe;8/24/1986
1147474;Male;Finley Marsh;ASPATRIA;Carlisle;Carlisle;;United Kingdom;Europe;1/27/1963
1105074;Male;Finley O'Donnell;AUCHRONIE;Angus;Angus;;United Kingdom;Europe;8/22/1941
1011925;Male;Finley Owens;London;Tower Hamlets;Tower Hamlets;;United Kingdom;Europe;8/15/1942
1140712;Male;Finley Watkins;KINLOCH;Argyllshire;Argyllshire;;United Kingdom;Europe;3/21/1963
155879;Male;Finn Barrenger;ABINGDON DOWNS;QLD;Queensland;4871;Australia;Australia;2/25/1981
189271;Male;Finn Braund;ROSEVEARS;TAS;Tasmania;7277;Australia;Australia;1/14/1988
114201;Male;Finn Donnelly;WARRENMANG;VIC;Victoria;3478;Australia;Australia;7/30/1972
147413;Male;Finn Helms;GOL GOL;NSW;New South Wales;2738;Australia;Australia;1/31/1980
160804;Male;Finn Holyman;ST AGNES;QLD;Queensland;4671;Australia;Australia;7/21/1957
71220;Male;Finn Lysaght;BOORAN ROAD PO;VIC;Victoria;3163;Australia;Australia;2/11/1999
1996797;Male;Finn Nilsen;Litile Egg Harbor To;NJ;New Jersey;8087;United States;North America;5/31/1978
190919;Male;Finn Partridge;SUNRISE BEACH;QLD;Queensland;4567;Australia;Australia;2/2/1978
169067;Male;Finn Ridley;MOUNT SYLVIA;QLD;Queensland;4343;Australia;Australia;12/24/1985
112464;Male;Finn Sandford;BALAKLAVA;SA;South Australia;5461;Australia;Australia;6/11/1937
791544;Female;Fiore Sal;Genova;GE;Genova;16128;Italy;Europe;7/24/1972
741824;Male;Fiorello Endrizzi;Labro;RI;Rieti;2010;Italy;Europe;11/27/1957
782381;Male;Fiorenzo Dellucci;Bellino;CN;Cuneo;12020;Italy;Europe;1/4/1976
709437;Male;Fiorenzo Greco;Dagala Del Re;CT;Catania;95010;Italy;Europe;3/8/1965
792990;Female;Fioretta Buccho;Malvagna;ME;Messina;98030;Italy;Europe;11/3/1991
801203;Female;Firdaous Sarikaya;Erica;DR;Drenthe;;Netherlands;Europe;7/17/1937
720460;Female;Flavia Siciliani;Sant'Ilario;LI;Livorno;57030;Italy;Europe;2/14/2001
713137;Female;Flaviana Lorenzo;Lodine;NU;Nuoro;8020;Italy;Europe;5/2/1955
700619;Male;Flaviano Castiglione;Brazzolo;FE;Ferrara;44035;Italy;Europe;2/28/1945
792601;Male;Flaviano Piazza;Pianoro Vecchio;BO;Bologna;40060;Italy;Europe;10/8/1948
1264805;Male;Fletcher Carver;Lexington;NE;Nebraska;68850;United States;North America;1/23/1992
654908;Male;Fletcher Charette;VILLENEUVE-D'ASCQ;NP;Nord-Pas-de-Calais;59650;France;Europe;3/17/1985
1538894;Male;Fletcher Rasch;Blue Island;IL;Illinois;60406;United States;North America;1/15/1961
619459;Female;Fleur Duffet;FORBACH;LO;Lorraine;57600;France;Europe;6/23/1982
632752;Female;Fleur ParÇ;RUEIL-MALMAISON;IL;◊le-de-France;92500;France;Europe;12/30/1973
1941611;Female;Fleurette LespÇrance;Ponder;MO;Missouri;63935;United States;North America;2/25/1949
1751728;Female;Flora Laverriere;Roseville;MI;Michigan;48066;United States;North America;5/28/1991
1553366;Female;Flora Scott;Fenton;MO;Missouri;63026;United States;North America;11/19/1980
1883496;Female;Florence Badger;Hartford;CT;Connecticut;6103;United States;North America;4/18/1946
217405;Female;Florence Beasley;St Catharines;ON;Ontario;;Canada;North America;7/5/1954
1652808;Female;Florence Booker;Spokane Valley;WA;Washington;99206;United States;North America;12/3/1959
1878175;Female;Florence Bridgers;Brooksville;FL;Florida;34610;United States;North America;4/16/1965
2076403;Female;Florence Bridges;Peoria;IL;Illinois;61602;United States;North America;4/8/1949
1223141;Female;Florence Coles;Jackson;MS;Mississippi;39202;United States;North America;11/22/1985
1609142;Female;Florence Elliott;Gulfport;MS;Mississippi;39507;United States;North America;10/26/1972
1204679;Female;Florence Farley;Worcester;MA;Massachusetts;1608;United States;North America;1/20/1945
328265;Female;Florence Ferguson;Port Renfrew;BC;British Columbia;;Canada;North America;4/27/1976
220411;Female;Florence Goldstein;Toronto;ON;Ontario;;Canada;North America;4/23/1961
1587485;Female;Florence Jack;Minneapolis;MN;Minnesota;55402;United States;North America;10/4/2000
303782;Female;Florence Manriquez;Iroquois;ON;Ontario;;Canada;North America;1/29/1976
1577224;Female;Florence Rogers;Long Beach;CA;California;90808;United States;North America;7/26/1948
1236924;Female;Florence Salazar;Geneva;IL;Illinois;60134;United States;North America;11/13/1953
1501127;Female;Florence Thrasher;Newtown;PA;Pennsylvania;18940;United States;North America;9/25/1951
1259204;Female;Florene Cloutier;Weehawken;NJ;New Jersey;7087;United States;North America;11/19/1939
588761;Male;Florian Abend;Pinneberg;SH;Schleswig-Holstein;25412;Germany;Europe;8/4/1943
2060328;Male;Florian Adler;Milwaukee;WI;Wisconsin;53213;United States;North America;5/1/1956
1904309;Male;Florian Bieber;Miami;FL;Florida;33176;United States;North America;9/23/1956
535336;Male;Florian Cole;Remscheid Nord;NW;Nordrhein-Westfalen;42853;Germany;Europe;12/7/1940
426724;Male;Florian Eichmann;Weisenheim am Sand;RP;Rheinland-Pfalz;67256;Germany;Europe;1/24/1983
586005;Male;Florian Freud;Petershausen;BY;Freistaat Bayern;85238;Germany;Europe;9/29/1981
401904;Male;Florian Gruenewald;Coswig;ST;Sachsen-Anhalt;6863;Germany;Europe;10/25/1949
410032;Male;Florian Grunwald;Hamburg Harvestehude;HH;Hamburg;20146;Germany;Europe;1/2/1951
544650;Male;Florian Kuster;Niederhausen;RP;Rheinland-Pfalz;55585;Germany;Europe;2/10/1952
410879;Male;Florian Lang;Geisenfeld;BY;Freistaat Bayern;85284;Germany;Europe;5/9/1987
831208;Female;Florien Oldenhuis;Rijswijk;ZH;Zuid-Holland;;Netherlands;Europe;10/5/2001
1747611;Female;Florine Bowers;Seattle;WA;Washington;98109;United States;North America;5/7/1948
879778;Male;Floris-Jan Logtenberg;Rozenburg;ZH;Zuid-Holland;;Netherlands;Europe;1/21/1971
1417925;Female;Flossie Cooper;Inman;KS;Kansas;67546;United States;North America;3/11/1994
1744383;Female;Flossie Durant;Lansing;MI;Michigan;48933;United States;North America;5/7/1981
1299041;Male;Floyd Petty;Omaha;NE;Nebraska;68137;United States;North America;8/16/1985
1725170;Male;Floyd Rozier;Castaic;CA;California;91310;United States;North America;3/15/1942
1207010;Male;Floyd Sherlock;Appleton;WI;Wisconsin;54911;United States;North America;4/21/1943
22775;Male;Flynn Campion;NEEDLES;TAS;Tasmania;7304;Australia;Australia;8/27/1958
140972;Male;Flynn Kossak;GRASSTREE BEACH;QLD;Queensland;4740;Australia;Australia;7/16/1956
174176;Male;Flynn Mei;NOWERGUP;WA;Western Australia;6032;Australia;Australia;2/21/1940
681762;Male;Fortun Garnier;BORDEAUX;AQ;Aquitaine;33000;France;Europe;4/2/1965
668236;Male;Fortun Mouet;RIS-ORANGIS;IL;◊le-de-France;91130;France;Europe;3/28/1952
707559;Male;Fosco Cocci;Borgio Verezzi;SV;Savona;17022;Italy;Europe;3/5/1999
713424;Male;Fosco Rizzo;Roverdicre;RO;Rovigo;45100;Italy;Europe;12/24/1993
365703;Female;Fran Staton;Montreal;QC;Quebec;;Canada;North America;3/3/1955
1956840;Male;Fran Vidovic;Waco;TX;Texas;76706;United States;North America;5/17/1957
758690;Female;Franca Fiorentino;Bardino Nuovo;SV;Savona;17020;Italy;Europe;2/28/1987
639072;Female;France Thibodeau;DENAIN;NP;Nord-Pas-de-Calais;59220;France;Europe;2/22/1939
1215660;Female;Frances Bacher;Wilton;CT;Connecticut;6897;United States;North America;5/3/2000
1256108;Female;Frances Bellman;Roosevelt;MN;Minnesota;56673;United States;North America;11/3/1980
1470803;Female;Frances Boyd;East Moline;IL;Illinois;61244;United States;North America;4/4/1944
1698337;Female;Frances Britt;Orlando;FL;Florida;32801;United States;North America;5/20/1952
1286602;Female;Frances Colbert;Charleston;WV;West Virginia;25301;United States;North America;3/24/1991
1285725;Female;Frances Finch;Denver;CO;Colorado;80202;United States;North America;4/2/1963
1811434;Female;Frances Goldsmith;Leesburg;VA;Virginia;22075;United States;North America;11/4/1953
1219366;Female;Frances Green;Clarksburg;WV;West Virginia;26301;United States;North America;2/19/1958
264515;Female;Frances Hale;Kelowna;BC;British Columbia;;Canada;North America;9/9/1937
1239615;Female;Frances Herren;Fargo;ND;North Dakota;58102;United States;North America;5/4/1957
1877532;Female;Frances Holst;Mansfield;OH;Ohio;44902;United States;North America;9/25/1979
1414666;Female;Frances Howell;Redwood City;CA;California;94063;United States;North America;2/20/2000
1827887;Female;Frances Lankford;Los Angeles;CA;California;90071;United States;North America;11/12/1992
1618347;Female;Frances Ledbetter;Tampa;FL;Florida;33610;United States;North America;10/14/1994
223555;Female;Frances Poole;Canmore;AB;Alberta;;Canada;North America;5/29/1998
1288974;Female;Frances Roberts;San Fernando;CA;California;91340;United States;North America;2/25/1944
1425323;Female;Frances Stubbs;Indianapolis;IN;Indiana;46204;United States;North America;8/28/1982
326829;Female;Frances Warren;Fort Langley;BC;British Columbia;;Canada;North America;5/21/1976
1718597;Female;Frances Williams;Brentwood;TN;Tennessee;37027;United States;North America;9/4/1967
1853858;Female;Frances Yon;Stlouis;MO;Missouri;63101;United States;North America;2/25/1998
1133419;Female;Francesca Andrews;RIVER BANK;Ely;Ely;;United Kingdom;Europe;10/20/1981
1182241;Female;Francesca Atkinson;REEPHAM;Lincoln;Lincoln;;United Kingdom;Europe;9/21/1985
1185221;Female;Francesca Austin;EVERLEIGH;Kennet;Kennet;;United Kingdom;Europe;10/4/1985
1081604;Female;Francesca Barry;GIPPING;Mid Suffolk;Mid Suffolk;;United Kingdom;Europe;4/4/1980
987997;Female;Francesca Benson;SHILLMOOR;Northumberland;Northumberland;;United Kingdom;Europe;7/25/1975
